director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Clay Kaytis,Kurt Russell,Judah Lewis,Darby Camp,Comedy Adventure Family Fantasy,the christmas chronicles,Kurt Russell Judah Lewis Darby Camp Clay Kaytis Comedy Adventure Family Fantasy
Yorgos Lanthimos,Olivia Colman,Tony McNamara (screenplay); Olivia Colman,Rachel Weisz,History Comedy Drama,the favourite,Olivia Colman Tony McNamara (screenplay); Olivia Colman Rachel Weisz Yorgos Lanthimos History Comedy Drama
Andy Serkis,Christian Bale,Cate Blanchett,Benedict Cumberbatch,Adventure Drama,mowgli: legend of the jungle,Christian Bale Cate Blanchett Benedict Cumberbatch Andy Serkis Adventure Drama
Diederik van Rooijen,Shay Mitchell,Grey Damon,Kirby Johnson,Horror Drama,the possession of hannah grace,Shay Mitchell Grey Damon Kirby Johnson Diederik van Rooijen Horror Drama
Johan Bodell,Christopher Lee Page,Caitlin Crommett,Erik Kammerland,Horror Mystery Comedy,the cabin,Christopher Lee Page Caitlin Crommett Erik Kammerland Johan Bodell Horror Mystery Comedy
Josie Rourke,Saoirse Ronan,Margot Robbie,Jack Lowden,Drama History,mary queen of scots,Saoirse Ronan Margot Robbie Jack Lowden Josie Rourke Drama History
Peter Hedges,Julia Roberts,Lucas Hedges,Courtney B. Vance,Drama,ben is back,Julia Roberts Lucas Hedges Courtney B. Vance Peter Hedges Drama
"Bob Persichetti, Peter Ramsey, Rodney Rothman",Shameik Moore,Peter Ramsey,Hailee Steinfeld,Animation Action Adventure Science Fiction,spider-man: into the spider-verse,"Shameik Moore Peter Ramsey Hailee Steinfeld Bob Persichetti, Peter Ramsey, Rodney Rothman Animation Action Adventure Science Fiction"
Christian Rivers,Hera Hilmar,Philippa Boyens,Hugo Weaving,Adventure Science Fiction,mortal engines,Hera Hilmar Philippa Boyens Hugo Weaving Christian Rivers Adventure Science Fiction
Clint Eastwood,Clint Eastwood,Bradley Cooper,Laurence Fishburne,Crime Drama,the mule,Clint Eastwood Bradley Cooper Laurence Fishburne Clint Eastwood Crime Drama
Barry Jenkins,KiKi Layne,Stephan James,Colman Domingo,Romance Drama,if beale street could talk,KiKi Layne Stephan James Colman Domingo Barry Jenkins Romance Drama
Rob Marshall,Emily Blunt,Lin-Manuel Miranda,Ben Whishaw,Fantasy Family Comedy,mary poppins returns,Emily Blunt Lin-Manuel Miranda Ben Whishaw Rob Marshall Fantasy Family Comedy
James Wan,Jason Momoa,Will Beall (screenplay); Jason Momoa,Willem Dafoe,Action Adventure Fantasy,aquaman,Jason Momoa Will Beall (screenplay); Jason Momoa Willem Dafoe James Wan Action Adventure Fantasy
Travis Knight,Hailee Steinfeld,John Cena,Jorge Lendeborg Jr.,Action Adventure Science Fiction,bumblebee,Hailee Steinfeld John Cena Jorge Lendeborg Jr. Travis Knight Action Adventure Science Fiction
Robert Zemeckis,Steve Carell,Leslie Mann,Diane Kruger,Drama Comedy,welcome to marwen,Steve Carell Leslie Mann Diane Kruger Robert Zemeckis Drama Comedy
Peter Segal,Jennifer Lopez,Elaine Goldsmith-Thomas (screenplay); Jennifer Lopez,Vanessa Hudgens,Romance Comedy,second act,Jennifer Lopez Elaine Goldsmith-Thomas (screenplay); Jennifer Lopez Vanessa Hudgens Peter Segal Romance Comedy
Etan Cohen,Will Ferrell,John C. Reilly,Rebecca Hall,Comedy Mystery Crime,holmes & watson,Will Ferrell John C. Reilly Rebecca Hall Etan Cohen Comedy Mystery Crime
Adam McKay,Christian Bale,Amy Adams,Steve Carell,Drama Comedy,vice,Christian Bale Amy Adams Steve Carell Adam McKay Drama Comedy
Mimi Leder,Felicity Jones,Armie Hammer,Justin Theroux,Drama History,on the basis of sex,Felicity Jones Armie Hammer Justin Theroux Mimi Leder Drama History
Karyn Kusama,Nicole Kidman,Matt Manfredi (screenplay); Nicole Kidman,Toby Kebbell,Thriller Crime Drama Action,destroyer,Nicole Kidman Matt Manfredi (screenplay); Nicole Kidman Toby Kebbell Karyn Kusama Thriller Crime Drama Action
Adam Robitel,Adam Robitel (director); Bragi F. Schut,Logan Miller,Deborah Ann Woll,Horror Thriller Mystery,escape room,Adam Robitel (director); Bragi F. Schut Logan Miller Deborah Ann Woll Adam Robitel Horror Thriller Mystery
Jen McGowan,Jen McGowan (director); Julie Lipson (screenplay); Hermione Corfield,Jay Paulson,Sean O'Bryan,Thriller Drama Action Crime,rust creek,Jen McGowan (director); Julie Lipson (screenplay); Hermione Corfield Jay Paulson Sean O'Bryan Jen McGowan Thriller Drama Action Crime
Wilson Coneybeare,Wilson Coneybeare (director/screenplay); Donald Sutherland,Vincent Kartheiser,Oliver Dennis,Thriller,american hangman,Wilson Coneybeare (director/screenplay); Donald Sutherland Vincent Kartheiser Oliver Dennis Wilson Coneybeare Thriller
Charles Martin Smith,Charles Martin Smith (director); W. Bruce Cameron (screenplay); Bryce Dallas Howard,Edward James Olmos,Alexandra Shipp,Drama Adventure Family,a dog's way home,Charles Martin Smith (director); W. Bruce Cameron (screenplay); Bryce Dallas Howard Edward James Olmos Alexandra Shipp Charles Martin Smith Drama Adventure Family
Neil Burger,Neil Burger (director); Jon Hartmere (screenplay); Bryan Cranston,Kevin Hart,Nicole Kidman,Comedy Drama,the upside,Neil Burger (director); Jon Hartmere (screenplay); Bryan Cranston Kevin Hart Nicole Kidman Neil Burger Comedy Drama
Jeffrey Nachmanoff,Jeffrey Nachmanoff (director); Chad St. John (screenplay); Keanu Reeves,unknown,unknown,Science Fiction Thriller Drama,replicas,Jeffrey Nachmanoff (director); Chad St. John (screenplay); Keanu Reeves unknown unknown Jeffrey Nachmanoff Science Fiction Thriller Drama
Batán Silva,Batán Silva (director); Fernando Diez Barroso (screenplay); Natalia Dyer,Kyra Sedgwick,Tim Daly,Drama Family Thriller Science Fiction,after darkness,Batán Silva (director); Fernando Diez Barroso (screenplay); Natalia Dyer Kyra Sedgwick Tim Daly Batán Silva Drama Family Thriller Science Fiction
M. Night Shyamalan,M. Night Shyamalan (director/screenplay); James McAvoy,Bruce Willis,Samuel L. Jackson,Thriller Drama Science Fiction,glass,M. Night Shyamalan (director/screenplay); James McAvoy Bruce Willis Samuel L. Jackson M. Night Shyamalan Thriller Drama Science Fiction
Vicky Jewson,Vicky Jewson (director); Vicky Jewson,Sophie Nélisse,Indira Varma,Drama,close,Vicky Jewson (director); Vicky Jewson Sophie Nélisse Indira Varma Vicky Jewson Drama
Henry Dunham,Henry Dunham (director/screenplay); James Badge Dale,Brian Geraghty,unknown,Crime Drama Thriller,the standoff at sparrow creek,Henry Dunham (director/screenplay); James Badge Dale Brian Geraghty unknown Henry Dunham Crime Drama Thriller
Timothy Woodward Jr.,Timothy Woodward Jr. (director); Jeffrey Reddick,Michael Welch,Melissa Bolona,Horror,the final wish,Timothy Woodward Jr. (director); Jeffrey Reddick Michael Welch Melissa Bolona Timothy Woodward Jr. Horror
Joe Cornish,Joe Cornish (director/screenplay); Louis Ashbourne Serkis,Dean Chaumoo,Tom Taylor,Action Adventure Fantasy Family,the kid who would be king,Joe Cornish (director/screenplay); Louis Ashbourne Serkis Dean Chaumoo Tom Taylor Joe Cornish Action Adventure Fantasy Family
Steven Knight,Steven Knight (director/screenplay); Matthew McConaughey,Anne Hathaway,Jason Clarke,Science Fiction Action Adventure Thriller,serenity,Steven Knight (director/screenplay); Matthew McConaughey Anne Hathaway Jason Clarke Steven Knight Science Fiction Action Adventure Thriller
Grant Sputore,Grant Sputore (director),Michael Lloyd Green (screenplay/story),Clara Rugaard,Science Fiction Thriller,i am mother,Grant Sputore (director) Michael Lloyd Green (screenplay/story) Clara Rugaard Grant Sputore Science Fiction Thriller
Andrew Patterson,Andrew Patterson (director),James Montague,Craig W. Sanger (writers); Sierra McCormick,Drama Mystery Science Fiction Thriller,the vast of night,Andrew Patterson (director) James Montague Craig W. Sanger (writers); Sierra McCormick Andrew Patterson Drama Mystery Science Fiction Thriller
Catherine Hardwicke,Catherine Hardwicke (director); Gareth Dunnet-Alcocer (screenplay); Gina Rodriguez,Ismael Cruz Córdova,Anthony Mackie,Action,miss bala,Catherine Hardwicke (director); Gareth Dunnet-Alcocer (screenplay); Gina Rodriguez Ismael Cruz Córdova Anthony Mackie Catherine Hardwicke Action
Dan Gilroy,Dan Gilroy (director/screenplay); Jake Gyllenhaal,Rene Russo,Toni Collette,Thriller Mystery Horror,velvet buzzsaw,Dan Gilroy (director/screenplay); Jake Gyllenhaal Rene Russo Toni Collette Dan Gilroy Thriller Mystery Horror
Madeleine Sackler,Madeleine Sackler (director); Stephen Belber (screenplay); Jeffrey Wright,William Fichtner,Boyd Holbrook,Drama,o.g,Madeleine Sackler (director); Stephen Belber (screenplay); Jeffrey Wright William Fichtner Boyd Holbrook Madeleine Sackler Drama
Mike Mitchell,Mike Mitchell (director); Phil Lord,Elizabeth Banks,Tiffany Haddish,Action Adventure Animation Comedy Family,the lego movie 2: the second part,Mike Mitchell (director); Phil Lord Elizabeth Banks Tiffany Haddish Mike Mitchell Action Adventure Animation Comedy Family
Adam Shankman,Adam Shankman (director); Tina Gordon Chism (screenplay); Taraji P. Henson,Tracy Morgan,Max Greenfield,Comedy Romance,what men want,Adam Shankman (director); Tina Gordon Chism (screenplay); Taraji P. Henson Tracy Morgan Max Greenfield Adam Shankman Comedy Romance
Hans Petter Moland,Hans Petter Moland (director); Frank Baldwin (screenplay); Liam Neeson,Tom Bateman,Tom Jackson,Crime Action Drama,cold pursuit,Hans Petter Moland (director); Frank Baldwin (screenplay); Liam Neeson Tom Bateman Tom Jackson Hans Petter Moland Crime Action Drama
Steven Soderbergh,Steven Soderbergh (director); Tarell Alvin McCraney (screenplay); André Holland,Zazie Beetz,Melvin Gregg,Drama,high flying bird,Steven Soderbergh (director); Tarell Alvin McCraney (screenplay); André Holland Zazie Beetz Melvin Gregg Steven Soderbergh Drama
Nicholas McCarthy,Nicholas McCarthy (director); Jeff Buhler (screenplay); Taylor Schilling,Peter Mooney,Colm Feore,Horror Thriller,the prodigy,Nicholas McCarthy (director); Jeff Buhler (screenplay); Taylor Schilling Peter Mooney Colm Feore Nicholas McCarthy Horror Thriller
Todd Strauss-Schulson,Todd Strauss-Schulson (director); Erin Cardillo,Liam Hemsworth,Adam DeVine,Comedy,isn't it romantic,Todd Strauss-Schulson (director); Erin Cardillo Liam Hemsworth Adam DeVine Todd Strauss-Schulson Comedy
Christopher Landon,Christopher Landon (director/screenplay); Jessica Rothe,Israel Broussard,Phi Vu,Comedy Horror Science Fiction,happy death day 2u,Christopher Landon (director/screenplay); Jessica Rothe Israel Broussard Phi Vu Christopher Landon Comedy Horror Science Fiction
Robert Rodriguez,Robert Rodriguez (director); James Cameron,Christoph Waltz,Jennifer Connelly,Action Science Fiction Adventure,alita: battle angel,Robert Rodriguez (director); James Cameron Christoph Waltz Jennifer Connelly Robert Rodriguez Action Science Fiction Adventure
Dean DeBlois,Dean DeBlois (director/screenplay); Jay Baruchel,America Ferrera,Cate Blanchett,Animation Family Adventure,how to train your dragon: the hidden world,Dean DeBlois (director/screenplay); Jay Baruchel America Ferrera Cate Blanchett Dean DeBlois Animation Family Adventure
Stephen Merchant,Stephen Merchant (director/screenplay); Florence Pugh,Lena Headey,Nick Frost,Comedy,fighting with my family,Stephen Merchant (director/screenplay); Florence Pugh Lena Headey Nick Frost Stephen Merchant Comedy
Tyler Perry,Tyler Perry (director); Jason Rogers (screenplay); Tyler Perry,Courtney Burrell,Patrice Lovely,Comedy,a madea family funeral,Tyler Perry (director); Jason Rogers (screenplay); Tyler Perry Courtney Burrell Patrice Lovely Tyler Perry Comedy
Neil Jordan,Neil Jordan (director/screenplay); Ray Wright (screenplay); Isabelle Huppert,Chloë Grace Moretz,Maika Monroe,Mystery Thriller Drama,greta,Neil Jordan (director/screenplay); Ray Wright (screenplay); Isabelle Huppert Chloë Grace Moretz Maika Monroe Neil Jordan Mystery Thriller Drama
J. C. Chandor,J. C. Chandor (director/screenplay); Mark Boal (screenplay); Ben Affleck,Oscar Isaac,Charlie Hunnam,Action Thriller Crime Adventure,triple frontier,J. C. Chandor (director/screenplay); Mark Boal (screenplay); Ben Affleck Oscar Isaac Charlie Hunnam J. C. Chandor Action Thriller Crime Adventure
"Anna Boden, Ryan Fleck (directors/screenplay); Geneva Robertson-Dworet (screenplay); Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Djimon Hounsou, Lee Pace, Lashana Lynch, Gemma Chan, Annette Bening, Clark Gregg, Jude Law",Anna Boden,Samuel L. Jackson,Ben Mendelsohn,Action Adventure Science Fiction,captain marvel,"Anna Boden Samuel L. Jackson Ben Mendelsohn Anna Boden, Ryan Fleck (directors/screenplay); Geneva Robertson-Dworet (screenplay); Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Djimon Hounsou, Lee Pace, Lashana Lynch, Gemma Chan, Annette Bening, Clark Gregg, Jude Law Action Adventure Science Fiction"
Sebastián Lelio,Sebastián Lelio (director/screenplay); Alice Johnson Boher (screenplay); Julianne Moore,John Turturro,Michael Cera,Drama Romance,gloria bell,Sebastián Lelio (director/screenplay); Alice Johnson Boher (screenplay); Julianne Moore John Turturro Michael Cera Sebastián Lelio Drama Romance
Vincent D'Onofrio,Vincent D'Onofrio (director); Andrew Lanham (screenplay); Ethan Hawke,Dane DeHaan,Jake Schur,Action Adventure Drama Family,the kid,Vincent D'Onofrio (director); Andrew Lanham (screenplay); Ethan Hawke Dane DeHaan Jake Schur Vincent D'Onofrio Action Adventure Drama Family
"Josh Appelbaum, Andre Nemec (screenplay); Brianna Denski, Ken Hudson Campbell, Matthew Broderick, Jennifer Garner, Kenan Thompson, Ken Jeong, Mila Kunis, John Oliver",Josh Appelbaum,Ken Hudson Campbell,Matthew Broderick,Comedy Animation Adventure Family Fantasy,wonder park,"Josh Appelbaum Ken Hudson Campbell Matthew Broderick Josh Appelbaum, Andre Nemec (screenplay); Brianna Denski, Ken Hudson Campbell, Matthew Broderick, Jennifer Garner, Kenan Thompson, Ken Jeong, Mila Kunis, John Oliver Comedy Animation Adventure Family Fantasy"
Katt Shea,Katt Shea (director); Nina Fiore,Zoe Renee,Mackenzie Graham,Crime Family Mystery,nancy drew and the hidden staircase,Katt Shea (director); Nina Fiore Zoe Renee Mackenzie Graham Katt Shea Crime Family Mystery
Rupert Wyatt,Rupert Wyatt (director/screenplay); Erica Beeney (screenplay); John Goodman,Ashton Sanders,Jonathan Majors,Science Fiction Action Thriller,captive state,Rupert Wyatt (director/screenplay); Erica Beeney (screenplay); John Goodman Ashton Sanders Jonathan Majors Rupert Wyatt Science Fiction Action Thriller
James Kent,James Kent (director); Joe Shrapnel,Keira Knightley,Jason Clarke,War Drama Romance,the aftermath,James Kent (director); Joe Shrapnel Keira Knightley Jason Clarke James Kent War Drama Romance
Justin Baldoni,Justin Baldoni (director); Mikki Daughtry,Haley Lu Richardson,unknown,Romance Drama,five feet apart,Justin Baldoni (director); Mikki Daughtry Haley Lu Richardson unknown Justin Baldoni Romance Drama
John Lee Hancock,John Lee Hancock (director); John Fusco (screenplay); Kevin Costner,Woody Harrelson,Kathy Bates,Crime Drama Thriller,the highwaymen,John Lee Hancock (director); John Fusco (screenplay); Kevin Costner Woody Harrelson Kathy Bates John Lee Hancock Crime Drama Thriller
Robert Rodriguez,Robert Rodriguez (director/screenplay); Racer Rodriguez (screenplay); Roby Attal,Lauren Hatfield,Alejandro Rose Garcia,Thriller Science Fiction Horror Mystery,red 11,Robert Rodriguez (director/screenplay); Racer Rodriguez (screenplay); Roby Attal Lauren Hatfield Alejandro Rose Garcia Robert Rodriguez Thriller Science Fiction Horror Mystery
Ivan Kavanagh,Ivan Kavanagh (director/screenplay); Emile Hirsch,Tim Ahern,Déborah François,Western,never grow old,Ivan Kavanagh (director/screenplay); Emile Hirsch Tim Ahern Déborah François Ivan Kavanagh Western
Jesse V. Johnson,Jesse V. Johnson (director); Dwayne Smith (screenplay); Tony Jaa,Iko Uwais,Tiger Chen,Thriller Action,triple threat,Jesse V. Johnson (director); Dwayne Smith (screenplay); Tony Jaa Iko Uwais Tiger Chen Jesse V. Johnson Thriller Action
Jordan Peele,Jordan Peele (director/screenplay); Lupita Nyong'o,Winston Duke,Shahadi Wright Joseph,Horror Mystery,us,Jordan Peele (director/screenplay); Lupita Nyong'o Winston Duke Shahadi Wright Joseph Jordan Peele Horror Mystery
Anthony Maras,Anthony Maras (director/screenplay); John Collee (screenplay); Dev Patel,Armie Hammer,Nazanin Boniadi,Thriller History Drama Action,hotel mumbai,Anthony Maras (director/screenplay); John Collee (screenplay); Dev Patel Armie Hammer Nazanin Boniadi Anthony Maras Thriller History Drama Action
Jeff Tremaine,Jeff Tremaine (director): Tom Kapinos,Iwan Rheon,Machine Gun Kelly,Drama Music Comedy,the dirt,Jeff Tremaine (director): Tom Kapinos Iwan Rheon Machine Gun Kelly Jeff Tremaine Drama Music Comedy
S. Craig Zahler,S. Craig Zahler (director/screenplay); Mel Gibson,Vince Vaughn,Michael Jai White,Crime Action Thriller,dragged across concrete,S. Craig Zahler (director/screenplay); Mel Gibson Vince Vaughn Michael Jai White S. Craig Zahler Crime Action Thriller
Tim Burton,Tim Burton (director); Ehren Kruger (screenplay); Colin Farrell,Michael Keaton,Danny DeVito,Animation Family,dumbo,Tim Burton (director); Ehren Kruger (screenplay); Colin Farrell Michael Keaton Danny DeVito Tim Burton Animation Family
Harmony Korine,Harmony Korine (director/screenplay); Matthew McConaughey,Zac Efron,Jonah Hill,Comedy Drama,the beach bum,Harmony Korine (director/screenplay); Matthew McConaughey Zac Efron Jonah Hill Harmony Korine Comedy Drama
"Chuck Konzelman, Cary Soloman",Chuck Konzelman,Cary Soloman (director/screenplay); Ashley Bratcher,Robia Scott,Drama,unplanned,"Chuck Konzelman Cary Soloman (director/screenplay); Ashley Bratcher Robia Scott Chuck Konzelman, Cary Soloman Drama"
David F. Sandberg,David F. Sandberg (director); Henry Gayden (screenplay); Zachary Levi,Asher Angel,Mark Strong,Action Comedy Fantasy,shazam!,David F. Sandberg (director); Henry Gayden (screenplay); Zachary Levi Asher Angel Mark Strong David F. Sandberg Action Comedy Fantasy
"Kevin Kolsch, Dennis Widmyer",Kevin Kolsch,Amy Seimetz,John Lithgow,Horror,pet sematary,"Kevin Kolsch Amy Seimetz John Lithgow Kevin Kolsch, Dennis Widmyer Horror"
Robin Bissell,Robin Bissell (director/screenplay); Taraji P. Henson,Sam Rockwell,unknown,Drama History,the best of enemies,Robin Bissell (director/screenplay); Taraji P. Henson Sam Rockwell unknown Robin Bissell Drama History
Claire Denis,Claire Denis (director/screenplay); Jean-Pol Fargeau (screenplay); Robert Pattinson,Juliette Binoche,André Benjamin,Science Fiction Drama Mystery,high life,Claire Denis (director/screenplay); Jean-Pol Fargeau (screenplay); Robert Pattinson Juliette Binoche André Benjamin Claire Denis Science Fiction Drama Mystery
Brie Larson,Brie Larson (director); Samantha McIntyre (screenplay); Brie Larson,Samuel L. Jackson,Joan Cusack,Fantasy Drama Comedy,unicorn store,Brie Larson (director); Samantha McIntyre (screenplay); Brie Larson Samuel L. Jackson Joan Cusack Brie Larson Fantasy Drama Comedy
